889,378
861,379
833,381
804,383
774,385
744,388
712,390
685,391
658,393
632,394
607,396
583,397
560,399
535,400
510,401
487,403
465,404
443,405
421,407
399,407
377,409
356,411
336,412
316,413
297,414
279,414
266,416
253,416
242,417
232,418
223,418
215,418
208,419
200,420
193,420
